file,text,speaker_id
0260.wav,"lə βˈɔnə βˈeʎə mˈaj mˈatə əl pˈɔrk əɲ ʎˈunə plˈɛnə",99
0261.wav,"lə jˈunə ˈez ˈunə βɾˈuʃə kə ʒˈuɣə əmb əlz nˈuβulz j əlz ərˈuʃə",99
0262.wav,"lə ʎˈunə rˈɔʒə lə kuʎˈitə sə nəmpˈɔrtə",99
0263.wav,"ʎˈum əm kuɾˈonə turˈens pəɾ əstˈonə",99
0264.wav,"əmb əstɾˈeʎə əm mˈid‍ʒ nˈo əls sˈɛrkiz umˈits",99
0265.wav,"i ˈunə əm rˈɔʎʎə səɲˈal dˈajɣwə",99
0266.wav,"kwˈar mimbˈaɲ ʎinˈad‍ʒə səmblˈan",99
0267.wav,"i ˈunə ruʒˈen",99
0268.wav,"plˈuʒə ˈɔ βˈen",99
0269.wav,"ˈajɣwə j ʎˈeɲə βˌembiŋɡˈuðəs",99
0270.wav,"ˈajɣwə i ˈunə tˈemz ðuliβˈeɾəs",99
0271.wav,"bˈɔnə plˈuʒə kəfˈɛs",99
0272.wav,"kə mətˈez əls səβətˈez i ðə sˈastɾəz nˈo ən dəʃˈes",99
0273.wav,"əl kə kwˈam plˈɔw nˈo səlˈeɣɾə ˈes kə nˈo tˈe tˈɛrə",99
0274.wav,"pˈuʒə mənˈuðə əŋɡˈaɲə pəstˈos",99
0275.wav,"kwˈam bˈe əl βˈespɾə əlz i mˈuʎə ə tˈots",99
0276.wav,"ə tˈot ərˈɛw səɱ fˈan də βulˈɛts kwˈam plˈɔw",99
0277.wav,"mˈɛrlə flˈɔ ðˈajɣwə səɲˈal dˈajɣwə",99
0278.wav,"lˈajɣwə j əl fˈɔk",99
0279.wav,"nˈo ʒˈuɣəm mˈes kə wn ʒˈɔk",99
0280.wav,"ləstˈalzj ˈa kəjɣˈut",99
0281.wav,"lə plˈuʒə",99
0282.wav,"ˈa βiŋɡˈut",99
0283.wav,"kwˈaŋ kˈantə əl kukˈut",99
0284.wav,"əl mətˈi mˈɔʎ j əl βˈespɾə əʃˈut",99
0285.wav,"kwˈaŋ kˈantə əl ɣɾipˈaw",99
0286.wav,"səɲˈal də plˈuʒə",99
0287.wav,"kwˈam plˈɔw j fˈa sˈɔl",99
0288.wav,"mˈɔɾə wn dimˈɔni j ən nˈaʃən dˈos",99
0289.wav,"kwˈam plˈɔw j fˈa sˈɔl",99
0290.wav,"nˈeʒ i kɾˈeʒ əl puɣˈo",99
0291.wav,"kwˈam plˈɔw",99
0292.wav,"plˈɔw pəɾ tutˈɔm",99
0293.wav,"kˈi səsuplˈuɣə sˈotə lə fˈuʎə ðˈuəz βəɣˈaðəz əz mˈuʎə",99
0294.wav,"sˈempɾə plˈɔw sˈempɾə plˈɔw əʎˈa ˈon j ˈa səˈo",99
0295.wav,"ə ɣɾˈan təmpˈestə βˈal mˈes sˈe furmˈeŋ kə pˈi",99
0296.wav,"ə təmpuɾˈal dəsfˈet",99
0297.wav,"məɾinˈe ðəspˈɛrt i ðɾˈɛt",99
0298.wav,"əʎˈa ˈon j ˈa fˈɔk",99
0299.wav,"ʒˈa fˈum",99
0300.wav,"əm təmpuɾˈal əz mˈiɾə əl sˈɛl",99
0301.wav,"bɾˈomə βˈaʃə pˈɔrtə ˈajɣwə",99
0302.wav,"bˈɔjɾəz əm səkəðˈat",99
0303.wav,"bˈestən ləz mˈuʎəz i kˈompɾə βlˈat",99
0304.wav,"dəl fˈɔɡ də lə ðˈɔnə j ðəl mˈar",99
0305.wav,"tˈaz ðə ɣwərðˈa",99
0306.wav,"dəspɾˈez ðˈunə ɣɾˈan səkˈaðə βˈe ˈunə ɣɾˈam muʎˈaðə",99
0307.wav,"kə mj ˈe ruzˈat əls tɾˈɛz ðˈiəz βəɲˈat",99
0308.wav,"əstˈiɣi ʒˈɔ kəlˈen i rˈiɣi lə ʒˈen",99
0309.wav,"əstˈɛlz βɾiʎˈans tɾəβˈaʎz əm mˈar",99
0310.wav,"ən tˈemz ðə fɾˈɛd bˈal mˈez ˈunə ɣˈorə kə wm bərˈɛt",99
0311.wav,"əl fɾˈɛt əz mˈɔlə ləz ðˈens",99
0312.wav,"əl fɾˈɛd j əl ʒˈɛl nˈo əs kˈeðən əl sˈɛl",99
0313.wav,"ʒˈɔɡ də fˈɔks",99
0314.wav,"ʒˈɔɡz ðə βˈɔt‍ʃ",99
0315.wav,"lˈajɣwə əpˈaɣə əl fˈɔk",99
0316.wav,"nˈew ruðˈonə",99
0317.wav,"dˈaltɾə ən dˈɔnə",99
0318.wav,"nˈi βˈɔjɾə βˈɔnə nˈi pɾumətˈɛnsə ðə ðˈɔnə",99
0319.wav,"ni βˈɔjɾə",99
0320.wav,"nˈi pəɾˈawlə ðə sˈɔɣɾə",99
0321.wav,"kwˈan əl mˈar βləŋkˈɛʒə səɲˈal də plˈuʒə",99
0322.wav,"kwˈan əl mˈar mˈɔrɣə ləmuɾˈoz mˈɔr",99
0323.wav,"kwˈan ʒˈuɣən əlz ðufˈins",99
0324.wav,"məɾˈo fˈɔɾə j məɾˈo ðˈins",99
0325.wav,"pəɾ mˈol əβɾˈiɡ nˈo fˈa mˌɛɲʃ fɾˈɛt",99
0326.wav,"nˈuβuləðə nˈɛɣɾə kˈap ə tˈɛrə",99
0327.wav,"kˈi sərˈufə tˈe fɾˈɛd də pˈɛws",99
0328.wav,"kwˈan ləs kˈaβɾəs sˈaltən i ʒˈuɣən səɲˈal də βˈen",99
0329.wav,"ruʒˈo əl βˈespɾə sˈɔl ə lə finˈestɾə",99
0330.wav,"si fˈa ˈunə kələβɾuʃˈaðə",99
0331.wav,"pˈɔt kəðˈa βˈem bərmˈɛʎə",99
0332.wav,"tˈemz ˈa βəlutˈat",99
0333.wav,"fˈe əspˈɔr ðə tˈot fuɾˈat",99
0334.wav,"tˈemz ðə βˈen",99
0335.wav,"tˈemz ðə rˈɛs",99
0336.wav,"bˈal mˈez ˈunə βˈɔnə nəβˈaðə kə ˈunə βˈɔnə plˈuʒə",99
0337.wav,"ˈunə nəβˈaðə ˈez ˈunə əfəmˈaðə",99
0338.wav,"bˈakə kə wlˈoɾə ə tˈɛrə j ðəspɾˈez mˈiɾə əl sˈɛl əsəɲˈalə kˈambi ðə tˈems",99
0339.wav,"əm dˈɔnə kə nˈo plˈɔɾə j ˈɔmə kə plˈɔɾə nˈi ˈun ˈɔɾə",99
0340.wav,"kunsiðˈeɾə kə pəɾ kˈɔm kˈal lə ðˈɔnə ˈa ðə pluɾˈa i lˈɔmə nˈo",99
0341.wav,"ˈaɾ ˈez lˈɔɾə məðˈu j ˈɔɾə",99
0342.wav,"də βəɣˈaðəs pˈasə mˈez ən ˈun ˈɔɾə k ən sˈent ˈaɲʃ",99
0343.wav,"ə ləz ðˈodzə ðə lə nˈit kˈorə əl diˈabblə pəɾ sˈotə əʎ ʎˈit",99
0344.wav,"əs fˈa mˈez ən um minˈut k ən dˈɛw ˈɔɾəs",99
0345.wav,"pəɾ βultˈa mˈes tˈar ðə ləz ˈonzə sˈa ðə tənˈi nˈaz ðə βɾˈonzə",99
0346.wav,"kˈi mˈenʒə ˈɔɾəs",99
0347.wav,"ə ɣərəʎˈɔd‍ʒəs",99
0348.wav,"tˈantəz ˈɔɾəs tˈanz rəmˈɛjs",99
0349.wav,"ˈun ˈɔɾə ðə βˈiðə ˈez βˈɔnə",99
0350.wav,"ˈun ˈɔɾə nˈo ˈez ə mˈiðə",99
0351.wav,"ə pˈuntə ðə ðˈiə sˈotə lə βəðˈiə ə pˈɔstə ðə sˈɔl sˈotə əʎ ʎənsˈɔl",99
0352.wav,"bəʎʎəðˈo ðə nˈit",99
0353.wav,"bəʎəðˈoɾə ðə pəsˈik",99
0354.wav,"kˈaðə ðˈiə əpɾənˈɛm kˈɔzəz nˈɔβəs",99
0355.wav,"kˈaðə ðˈiə nˈo ˈes fˈestə",99
0356.wav,"kˈaðə ðˈiə nˈo ˈes pˈaskwə",99
0357.wav,"kˈɔm mˈes fˈoskə ˈez lə nˈit",99
0358.wav,"mˈes klˈaɾəz əl dˈiə",99
0359.wav,"də kˈaðə nˈit sˈurt un dˈiə",99
0360.wav,"də ðˈiə lə kˈambɾə əβəntəʒˈaðə",99
0362.wav,"kə nˈo i kˈori lˈajɾə",99
0363.wav,"də ðˈiəz nˈo nj ˈa ðˈoz ðə ʒərmˈans",99
0364.wav,"də nˈit",99
0365.wav,"fˈɔɡz i βɾəsˈeʒ ʒˈuɲ dəkˈi",99
0366.wav,"də nˈid mˈenʒə numˈes pəɾ puðˈɛ puʒˈa əʎ ʎˈit",99
0367.wav,"dˈiə kɾəʃˈen",99
0368.wav,"rˈɛd mət‍ʃˈinə",99
0369.wav,"dˈiə ðə fˈestə ðˈiə ðə pˈestə",99
0370.wav,"dˈiə ðə pɾəɣˈo ðˈiə ðə riɣˈor",99
0371.wav,"əl kə ðə nˈit əs fˈa ðə ðˈiə əz βˈɛw",99
0372.wav,"ənˈes sˈɛr ðə ðˈiə ə ðəʃˈa əʎ ʎˈit",99
0373.wav,"i tindɾˈa sˈempɾə səlˈut",99
0374.wav,"əɱ fˈersə ðə nˈit",99
0376.wav,"j ˈa mˈez ðˈiəs kə ʎuŋɡənˈisəs",99
0377.wav,"j ˈa wn dˈiə pəɾ kˈaðə ˈu",99
0378.wav,"ləz nˈits kə fˈasi wmitˈad bˈestən əʎ ʎˈit əβiˈat",99
0379.wav,"kˈi əz ʎˈeβə ðə mətˈi sˈewə ʒˈa ˈom bˈɔl",99
0380.wav,"un dˈiə ə lˈaɲ",99
0381.wav,"sˈɔjəs kɾˈemə",99
0382.wav,"kˈaðə səmmˈanə tˈe əl sˈew ðˈiə sˈan",99
0383.wav,"əl diʎˈunz əm plˈɛɣu pˈesə əl dimˈars",99
0384.wav,"bət‍ʃənˈoə",99
0385.wav,"əl dimˈekɾəz mə lərˈeɡɡlu",99
0386.wav,"pəɾ ðiʒˈɔws kumənsˈa",99
0387.wav,"əl diβˈɛndɾəz βˈad‍ʒ dəstɾˈaɣw əl disˈaptə kˈɔβɾu βˈɔw",99
0388.wav,"əl diwmˈenʒə pˈasu kˈomtəs pəɾ səβˈɛ sj ən tənˈim pɾˈɔw",99
0389.wav,"də ðiʎˈunz ə ðiwmˈenʒə kˈi nˈo fˈa fˈɛjnə nˈo mˈenʒə",99
0390.wav,"kˈi nˈo tɾəβˈaʎən tˈotə lə səmmˈanə tɾəβˈaʎən dˈiə ðə fˈestə",99
0391.wav,"bˈoðə ðə ðiʎˈunz βˈoðə ðə pˈuns",99
0392.wav,"ə ðiʎˈuns sˈom",99
0393.wav,"pəɾˈɛzə βˈestən",99
0394.wav,"də tˈod diʎˈunz βˈal lə ʎˈunə",99
0395.wav,"əl diʎˈunz əs kˈuɾə əlz ʎˈums",99
0396.wav,"ˈentɾə ðiʎˈunz i ðimˈars",99
0397.wav,"mˈols pukˈɛdz əβənsəɾˈas",99
0398.wav,"un diʎˈunz βˈa kˈawɾə ən əsəntˈɛj əl βəʎʎəðˈo ðun səβətˈe",99
0399.wav,"i tˈodz əz βˈam mətˈa",99
0400.wav,"i pəɾ əʃˈɔ",99
0401.wav,"ən əkˈɛd dˈiə mˈaj mˈez nˈo ˈam bulɣˈut tɾəβəʎˈa",99
0402.wav,"də ðimˈars",99
0403.wav,"nˈo j ˈa əɣˈut əlɣˈun dəβˈɔ",99
0404.wav,"kˈaðə ðiβˈɛndɾəs",99
0406.wav,"dəl dimˈarz əŋkˈaɾə tən riwɾˈas pəɾˈɔ ðəl diβˈɛndɾəz nˈo pˈas",99
0407.wav,"dəl dimˈarz nˈo tənrˈiɣis pˈaz əŋkˈaɾə lə pəɣəɾˈas",99
0408.wav,"əl dimˈarz ðˈu mˈalə sˈor nˈi kˈasis fˈiʎəz nˈi mˈatis pˈɔrk",99
0409.wav,"fˈɛjnə ðimˈars kumənsˈaðə nˈo səɾˈa βˈen əkəβˈaðə",99
0410.wav,"tˈodz əlz ˈastɾəz nˈeʃən ən diwmˈenʒə",99
0411.wav,"kəlsˈaðə ən dimˈekɾəs pˈuʒə əβˈanz ðə fˈestə",99
0412.wav,"əl dimˈekɾəs tˈe əl sˈew əstˈil dərˈeɾə ðə sˈiŋ ˈɔɾəz βˈɛnən ləs sˈis",99
0413.wav,"əl mˈit‍ʃ kˈɔm əl diʒˈɔws",99
0414.wav,"diʒˈɔws sˈaŋ kəbdˈaβiz βˈe kuɱfəsˈo",99
0415.wav,"məɾˈo ðə ðiʒˈɔws tˈotə lə mˈa rəmˈɔw",99
0416.wav,"sˈɔl təpˈat ən diʒˈɔwz əβˈanz ðə tɾˈɛz ðˈiəz əl sˈɛl rəmˈɔw",99
0417.wav,"kəzəmˈen ən diβˈɛndɾəz ˈez mˈol də tˈembɾə",99
0418.wav,"diβˈɛndɾəs",99
0419.wav,"kˈɔm mətˈinə βəspərtˈinə",99
0420.wav,"diβˈɛndɾəz ðˈiə ðə mˈɔɾu",99
0421.wav,"əl diβˈɛndɾəz ˈes kəβəʎˈe tˈal kˈɔm kumˈɛnsə əkˈaβə",99
0422.wav,"kwˈan lˈaɲ kumˈɛnsə ən diβˈɛndɾəs tˈot səm bˈa ənsˈendɾə",99
0423.wav,"si plˈɔw əl pɾimˈe ðiβˈɛndɾəz ðəl mˈes plˈɔw tˈot əl mˈes",99
0424.wav,"lə tɾəmuntˈanə kə kumˈɛnsə ən diβˈɛndɾəz nˈo ərˈiβə ðiʎˈuns",99
0425.wav,"bˈɔn disˈaptə mˈal diwmˈenʒə",99
0426.wav,"disˈaptə tɾˈɛs",99
0427.wav,"ə ðˈiə tɾˈɛz əl miʎˈo mˈes",99
0428.wav,"disˈaptə j ðimˈarz ðˈiəz ðə ðəzəspəɾˈats",99
0429.wav,"disˈaptə təpˈat plˈuʒə əβiˈat",99
0430.wav,"əl disˈaptə lə mˈaɾə ðə ðˈew kˈaptə",99
0431.wav,"nˈo j ˈa ðisˈaptə sˈensə βˈɔl",99
0432.wav,"nˈo j ˈa ðisˈaptə sˈensə sˈɔl nˈi rumənˈi sˈensə flˈɔ",99
0433.wav,"nˈɔjə ðisˈaptə sˈensə sˈɔl nˈi βiwðˈɛtə sˈensə ðˈɔl nˈi ðunzˈeʎə sˈensə əmˈor nˈi kəzˈaðə sˈensə pˈɛnə nˈi pɾəɲˈaðə sˈensə ðulˈo",99
0434.wav,"kˈasət ən diwmˈenʒə ʒuˈaŋ k əl diʎˈuns səɾˈas kəzˈat j əl dimˈars pɾəɣuntəɾˈaz ˈom bˈɛnəm pˈa fiˈat",99
0435.wav,"kəzəmˈen ən diwmˈenʒə βˈal mˈes k əs pˈenʒin",99
0436.wav,"diwmˈenʒə fˈaβəz əɱ fɾˈeʃə",99
0437.wav,"əlz ðiwmˈɛnʒəs pˈɔrtəŋ kˈuə",99
0438.wav,"kˈi ən tˈotə lə səmmˈanə nˈo tɾəβˈaʎə",99
0439.wav,"tɾəβˈaʎə əl diwmˈenʒə",99
0440.wav,"əl mˈes k ˈentɾə əmb əβˈat j əkˈaβə əɱ fɾˈaɾə ɣwˌarðəd də lˈajɾə",99
0441.wav,"əlz mˈezus sˈensə ˈerə nˈo təsˈɛɣiz ðəmˈun lˈerβə",99
0442.wav,"tɾˈɛntə ðˈiəs tˈe əl sətˈembɾə ləβɾˈil j əl nuβˈembɾə j əl ʒˈuɲ bˈintiβˈujt əl fəβɾˈe j əlz ˈaltɾəs tɾˈɛntəun",99
0443.wav,"tɾˈɛz mˈezuz ðə rəβiˈa j nˈɔw ðə ðəʒunˈa",99
0444.wav,"ə mˈid‍ʒ ʒənˈe",99
0445.wav,"ʒˈɔɣə ʒurnəlˈe",99
0446.wav,"ˈajɣwə ðə ʒənˈe miʎˈo kə lə ðə fəβɾˈe",99
0447.wav,"ə kˈaðə βˈɔjɾə ðə ʒənˈe ˈunə plˈuʒə pəl mˈar sˈɔl sˈe",99
0448.wav,"dəlz əmˈors sˈempɾə əl pɾimˈe i ðə ʎˈunəz lə ðəl ʒənˈe",99
0449.wav,"əl ʒənˈe ˈez um bˈɔŋ kəβəʎˈe",99
0450.wav,"ˈez βˈort əl ʒənˈe si nˈo ˈomplə lə βˈasə pəɾ əl fəβɾˈe",99
0451.wav,"fˈɛjnə ðə ʒənˈe nˈo lə kəmbˈiis pəɾ ðinˈe",99
0452.wav,"ʒənˈeə ˈerβə ə ˌentɾəpˈasə",99
0453.wav,"lˈajɣwə ðə ʒənˈe əmpɾˈɛɲə luliβˈe",99
0454.wav,"lə ʎˈunə ðəl ʒənˈe sˈɛd birtˈuts tˈe",99
0455.wav,"nˈo j ˈa ʒənˈe sˈensə ʎˈeβɾə",99
0456.wav,"nˈi mˈat‍ʃ sˈensə pəðɾˈiw",99
0457.wav,"pəl ʒənˈe əl βlˈad nˈat i pəɾ ləβɾˈil pəʎˈat",99
0458.wav,"pəl ʒənˈe fluɾˈɛʒ lə mˈaʎʎə",99
0459.wav,"pəl ʒˈɛni",99
0460.wav,"ɾəˈinə əʎ ʎˈop sˈerβə",99
0461.wav,"pˈoʎz ðə ʒənˈe",99
0462.wav,"kˈaðə plˈomə βˈal un dinˈe",99
0463.wav,"pəɾˈɔ sj ˈan də puzˈa pɾimˈe",99
0464.wav,"rəfɾˈanʒə j ʒənˈe",99
0465.wav,"sˈom bərðəðˈe",99
0466.wav,"səɣˈons tɾˈɔni pəl ʒənˈe",99
0467.wav,"mənʒəɾˈaz əl pˈa kə sˈa ðə fˈe",99
0468.wav,"si βˈɔls tənˈi wm bˈɔŋ ɡɾənˈe nˈo əβəndˈɔniz əl fəmˈe",99
0469.wav,"tˈans tɾˈɔns pəl ʒənˈe tˈaŋ ɡɾˈan tindɾˈa əl ɣɾənˈe",99
0470.wav,"bˈɔt‍ʃ səɾˈa əl kəmpənˈe k əsəɲˈalə lə pəðɾəɣˈaðə ðəl kˈab dˈaɲ",99
0471.wav,"dəspɾˈez ðəlz rˈeis tutˈɔm əz βˈa əm pəʒˈɛs",99
0472.wav,"pəɾ kˈab dˈaɲ ʒənsˈɛtən ləs fˈiɣəs sˈɛkəs",99
0473.wav,"ə ðəspˈid dəl fəβɾˈe pəl mˈarz lə ɣˈarsə fˈa əl nˈiw j pˈɔm mˈol βˈe",99
0474.wav,"dˈiw əl βˈɔw ðəl fəβɾˈe",99
0475.wav,"plˈuʒə plˈuʒə fˈins kə səmpuðɾˈɛʃi lə kˈuə",99
0476.wav,"əl fəβɾˈe əl kˈap ˈɔ lə kˈuə lˈa ðə fˈe",99
0477.wav,"əl fəβɾˈe tˈiɾə ləz βˈɛjəz əl fəmˈe",99
0478.wav,"fəβɾˈe ˈa əriβˈat",99
0479.wav,"tɾəzmˈaj kəlˈat",99
0480.wav,"sə plˈuʒə ˈɔ nˈew ðə fəβɾˈe əl miʎˈo fəβɾˈe",99
0481.wav,"si βˈɔlz βˈɔnə ʎˈe plˈantəl pəl fəβɾˈe",99
0482.wav,"ə lə kəndəlˈeɾə sj əl fɾˈɛd nˈo li βˈa ðəβˈan li βˈa əl dərˈeɾə",99
0483.wav,"ə pəskˈa tɾuˈitəs pəɾ sˈam bələntˈi sinˈo ðəl βˈespɾə ðə mətˈi",99
0484.wav,"lə kəndəlˈeɾə əlz ˈɔwz ðə ðinˈeɾə",99
0485.wav,"sˈam mətˈiəz ðə fəβɾˈe βˈa ə fəβˈor ðə lˈamu j kˈontɾə əl ʒurnəlˈe",99
0486.wav,"sˈam mətˈiəz i kərnəstˈɔltəs",99
0487.wav,"pˈɔk əs pˈɔrtən",99
0488.wav,"si lə kəndəlˈeɾə nˈeβə ˈɔ βˈɔl nəβˈa liβˈɛrm pəɾ kumənsˈa",99
0489.wav,"si lə kəndəlˈeɾə plˈɔɾə liβˈɛrn ˈes fˈɔɾə pəɾˈɔ si fˈa βˈen tɾˈɛz mˈezuz mˈez ðiβˈɛrn",99
0490.wav,"si tɾˈɔnə ˈentɾə lə kəndəlˈeɾə j lə mˈaɾə ðə ðˈew ðə mˈars səʎərɣəɾˈa kwəɾˈantə ðˈiəz ðiβˈɛrn",99
0491.wav,"ə ðərˈeɾəz ðə mˈars",99
0492.wav,"j ə pɾimˈez ðəβɾˈil kˈantə əl kukˈut‍ʃj əz βˈiw",99
0493.wav,"əl sˈɔl də mˈarʒ ʒˈa kɾˈemə lərmuzˈuɾə",99
0494.wav,"lə βˈakə",99
0495.wav,"əl mˈarz lə fˈa j əl mˈarz lə mˈatə",99
0496.wav,"nˈew ʒəlˈaðə əl mˈez ðə mˈars plˈuʒə fˈɔrtə əl mˈez ðə mˈat‍ʃ",99
0497.wav,"əl mˈars",99
0498.wav,"əl sˈam mˈatj ˈez əɱ flˈɔz j əl ʒuβˈen ən əmˈor",99
0499.wav,"pəl mˈarz nˈo əd ɡɾˈatiz əlz βˈarps",99
0500.wav,"pəl mˈars",99
0501.wav,"tˈaŋk əl rəmˈat ə lə tˈarðə",99
0502.wav,"əβɾˈil əkəβˈat iβˈɛrm pəsˈat",99
0503.wav,"əβɾˈil rˈiə j əs flˈɔz j əl mˈat‍ʃ sə nəmpˈɔrtə əlz unˈors",99
0504.wav,"bˈɔnz əmˈiɡz i βˈɔnz əβɾˈils",99
0505.wav,"un dˈentɾə mˈils",99
0506.wav,"dəβɾˈil",99
0507.wav,"un dəβˈɔ ˈentɾə mˈil",99
0508.wav,"ən əβɾˈil mˈol kəntˈa i pˈɔk ənˈa",99
0509.wav,"ən əβɾˈil tˈot pəɾ ðˈal",99
0510.wav,"fˈa sˈɔn nˈiw",99
0511.wav,"pəɾ ləβɾˈil nˈo əm tˈɔkiz lə rˈajl",99
0512.wav,"də sˈan ʒˈɔrðj ə sˈam mikˈɛl",99
0513.wav,"nˈi ðˈɔnə nˈi βˈi nˈi pˈeʃ",99
0514.wav,"pəɾ sˈant ərməŋɡˈɔl",99
0515.wav,"də sˈɔl ə sˈɔl",99
0516.wav,"ʒənˈaðəs pəɾ sˈant urβˈa",99
0517.wav,"nˈiβi",99
0519.wav,"pəɾ sˈam məmˈɛd nˈi kərɣˈɔl nˈi βulˈɛt",99
0520.wav,"pəɾ sˈantə kɾˈɛw nˈi ˈunə fəlsˈiə βəwɾˈɛw j pəɾ sˈam pəŋkɾˈas",99
0521.wav,"nj ˈa ˈunə pəɾ tˈotəs pˈars",99
0522.wav,"plˈuʒə pəɾ sˈantə kintˈeɾə",99
0523.wav,"lə kuʎˈitə",99
0524.wav,"i lə mizˈɛɾiə",99
0525.wav,"kwˈan sˈa nisˈiðɾə ˈez əriβˈat tˈot əl βlˈad ʒˈa ˈez iɣwəlˈat",99
0526.wav,"sˈanz ðə ʒˈɛl ˈɔ ʒəlˈadz ˈonzə ðˈodzə j tɾˈedzə ðə mˈat‍ʃ",99
0527.wav,"pəɾ sˈam pˈeɾə kˈaðə pəstˈoɾ əm lə sˈeβə kurðˈeɾə",99
0528.wav,"pəɾ sˈam pˈeɾə",99
0529.wav,"blˈat ə tˈɛrə",99
0530.wav,"plˈuʒə pəɾ sˈam pˈeɾə j pəɾ sˈam pˈaw βˈɔn tˈems pəɾ sˈam mərsˈal",99
0531.wav,"kˈi əz βˈɔl fˈe rˈik pəɾ sˈan ʒuˈan əl pˈenʒəm pəɾ nəðˈal",99
0532.wav,"ə kˈazə kə nˈo j ˈa pˈa",99
0533.wav,"də ʒuliˈɔl i fˈa fɾˈɛt",99
0534.wav,"əl ʒuliˈɔl lə rˈɔβə tˈotə lə βˈɔl",99
0535.wav,"əl ʒuliˈɔl nˈi ðˈɔnə nˈi kˈɔl",99
0536.wav,"ʒuliˈɔl βləðˈe",99
0537.wav,"sətˈembɾə rəimˈe",99
0538.wav,"pəl ʒuliˈɔl lə ɣərˈɔfə əs pˈɔzə ðˈɔl",99
0539.wav,"nˈo j ˈa əɣˈud mˈaj ðˈoz əɣˈɔstuz iɣwˈals",99
0540.wav,"nˈo i pˈɔt əβˈɛ ðˈos səɣˈonz ən un ˈaɲ",99
0541.wav,"usˈeʎ dəɣˈoz ɣɾˈɔsus kˈɔm tˈɔrs",99
0542.wav,"pəɾ ləɣˈos siɣɾˈonz i mˈost",99
0543.wav,"pəɾ lə ɣˈoz nˈi ət pˈurɣiz nˈi ət sˈaŋɡɾiz əl kˈɔs",99
0544.wav,"si tˈod ləɣˈost",99
0545.wav,"fˈa βˈɔn sˈɔl",99
0546.wav,"pəɾ lə nuβˈɛnə sˈempɾə plˈɔw",99
0547.wav,"si βˈɔls tənˈi wm bˈɔm mˈos kˈap ə lə βˈiɲə ə ləɣˈost",99
0548.wav,"sˈantə klˈaɾə βˈɔnə βuɣˈaðə",99
0549.wav,"əl sətˈembɾə",99
0550.wav,"əl mˈal tˈems sə tə ðə tˈembɾə",99
0551.wav,"əl βˈɔw pəl sətˈembɾə ərmˈa j pəɾ ðuktˈuβɾə pəskˈa",99
0552.wav,"əl sətˈembɾə ðˈuw lə βˈɔjɾə əl βˈespɾə",99
0553.wav,"lə səˈozə təmbɾˈal ˈez βˈɔnə pəɾ ləz uβˈɛʎəz i pəls pɾimˈals",99
0554.wav,"də nuβˈembɾə əɲʎˈa əɣˈafə lə mˈantə j nˈo lə ðˈeʃiz ənˈa",99
0555.wav,"pəɾ kˈi tˈots sˈanz nˈo tˈe səmbɾˈat",99
0556.wav,"pəɾ ˈeʎə kə kˈeðj əŋɡəɲˈat",99
0557.wav,"pəɾ nəðˈal",99
0558.wav,"pɾˈɔb dəl niˈal",99
0559.wav,"pəɾ nəðˈal fɾˈɛt kˈɔm kˈal",99
0560.wav,"pəɾ sˈant əstˈeβə plˈɔw j nˈeβə",99
0561.wav,"pəɾ sˈan tumˈas kˈi nˈo pˈɔrti ʎˈeɲə li kɾəməɾˈan əl nˈas",99
0562.wav,"ənˈa əl βˈɔl i nˈo βəʎˈa ˈes kˈɔm ənˈa ə mˈisə j nˈo ərəzˈa",99
0563.wav,"bəʎˈa i kəntˈa sˈoɱ fˈɛjnəs kə nˈo ðˈonən",99
0564.wav,"kərnəβˈal ʒəlˈat əs pˈikə ə ɣɾənˈaðə",99
0565.wav,"nˈew ədbəntˈinə pˈɔrtə ruˈinə",99
0566.wav,"pˈaskwə j kwəɾˈɛzmə",99
0567.wav,"mˈaj βiŋɡˈes",99
0568.wav,"pəɾ kəntˈa i βəʎˈa",99
0569.wav,"ˈɔmə nˈo pˈɔd mˈal pənsˈa",99
0570.wav,"kˈi nˈo βˈaʒi kə kˈaʎi",99
0571.wav,"kˈi nˈo kˈantə ðˈew nu lˈu",99
0572.wav,"sˈa ðə βəʎˈa səɣˈonz əl sˈɔ",99
0573.wav,"sˈempɾə kə j ˈa sərðˈanəs",99
0574.wav,"əz βˈa jutəʒˈa",99
0575.wav,"si plˈɔw pəɾ pˈaskwə plɔwɾˈa ðə tˈotəz ləs fˈestəz əsəɲəlˈaðəs",99
0576.wav,"plˈuʒə ən iβˈɛrn",99
0577.wav,"dˈiə ðiɱfˈɛrn",99
0578.wav,"lˈaɲ kə βˈe kˈɔzə fəɾˈe",99
0579.wav,"ˈaɲ də βəjˈanəs",99
0580.wav,"ˈaɲ də kəzəmˈens",99
0581.wav,"ˈaɲ də ʒəlˈaðəz ˈaɲ də pəlˈaðəs",99
0582.wav,"ˈaɲ də ɣɾˈanə",99
0583.wav,"pˈɔkə pˈaʎə",99
0584.wav,"ˈaɲ də pˈaʎə pˈɔkə ɣɾˈanə",99
0585.wav,"ˈaɲ də ʎəntɾˈiskə ˈaɲ də rˈatəs",99
0586.wav,"bˈɔn ˈaɲ durtulˈa məlˈaɲ də pəʒˈɛs",99
0587.wav,"ˈaɲ də βˈespəz ˈaɲ də kunʒˈestəs",99
0588.wav,"ˈaɲ nˈɔw",99
0589.wav,"bˈiðə nˈɔβə",99
